date	close
2000	-0.936426394052
4000	-0.0367644804539
6000	-3.62298112979
8000	-6.66681531171
10000	-0.931986344488
12000	-2.31978649642
14000	3.90452640216
16000	-0.291821799444
18000	-3.8354071519
20000	-3.21569184001
22000	3.77506906518
24000	1.18804020071
26000	2.73211869525
28000	-4.1374308754
30000	-9.41913875265
32000	6.63201472163
34000	1.59507449307
36000	-3.10407093681
38000	-3.61212720405
40000	3.03877026517
42000	-5.71713235166
44000	1.58402066578
46000	8.55318095055
48000	6.66690336737
50000	2.91079220786
52000	0.569479532489
54000	1.78194944585
56000	-9.00446597874
58000	4.98039237883
60000	-4.79143379459
62000	-0.803169688751
64000	-4.02827940744
66000	5.33436848764
68000	2.73488523683
70000	2.57447291124
72000	9.83549658873
74000	-3.99442506809
76000	0.200177686579
78000	1.39034412957
80000	-0.0756407884617
82000	2.47662285973
84000	-1.49954628813
86000	1.90052457669
88000	1.98310799103
90000	5.41917640755
92000	0.679248481341
94000	4.45171167932
96000	3.14132341002
98000	2.03430792207
100000	9.58698361221
102000	0.717337019676
104000	-3.72240335841
106000	-4.42652958979
108000	3.07192929253
110000	2.86692746526
112000	7.79359772962
114000	1.42802921323
116000	2.30724935172
118000	5.77495830401
120000	3.32829513642
122000	0.0381460918876
124000	-6.06564136688
126000	-4.63520794149
128000	2.76881500944
130000	3.02748261097
132000	-2.1540488968
134000	5.38259968871
136000	4.34546421333
138000	5.17743306391
140000	-4.10818266424
142000	-7.16901025305
144000	-5.1350804826
146000	-7.16597887892
148000	0.79502295277
150000	-10.9389965295
152000	-4.98597156573
154000	-8.58288670083
156000	-3.57824482796
158000	-2.30745232048
160000	-4.18071115832
162000	1.88071660293
164000	-8.54466247752
166000	-13.6575006251
168000	-7.66741033844
170000	-8.94907550501
172000	-6.18036301724
174000	3.08982334208
176000	-3.81280342833
178000	-3.3014342938
180000	-6.2271409741
182000	-8.91800679579
184000	-14.3120183125
186000	-8.29501003168
188000	-10.7955475871
190000	0.164990015206
192000	5.68143802945
194000	-5.34538441066
196000	-10.9252079342
198000	-8.41386677606
200000	-6.18166305229
202000	-2.98187884172
204000	0.821824587114
206000	-0.737872563802
208000	-3.48223470659
210000	2.90604371103
212000	-6.91302351107
214000	-0.504137728091
216000	0.499951280254
218000	-6.85537898065
220000	0.299947772751
222000	4.42292850272
224000	-6.78663124392
