date	close
2000	-5.23936507595
4000	0.394109719978
6000	5.66390003254
8000	-2.48095325397
10000	0.606068015961
12000	-4.39326219784
14000	5.33393723675
16000	-3.80830881791
18000	-5.28747039294
20000	-1.9678443625
22000	-8.30360280015
24000	8.31927224089
26000	10.4254013787
28000	1.23644788101
30000	-3.40349849735
32000	3.599924813
34000	-14.8279467853
36000	1.73816152882
38000	6.25737774141
40000	5.05487403369
42000	-15.3972140877
44000	0.956164633143
46000	0.139636955264
48000	6.87798979384
50000	-8.90604466164
52000	-4.25045416957
54000	-2.07148240825
56000	-5.24471943314
58000	6.48644536291
60000	2.00109405205
62000	-4.1944008059
64000	-0.378029859425
66000	1.37476762671
68000	-5.05016612239
70000	-14.0344836528
72000	-9.1778717476
74000	-8.75524299262
76000	1.77006731249
78000	8.10054282294
80000	-0.587051010086
82000	-13.299589684
84000	-14.3500744063
86000	5.84265827427
88000	3.26700937429
90000	3.86898324081
92000	1.57094075115
94000	2.29754703901
96000	5.62021900708
98000	-11.3613353342
100000	-16.6646833172
102000	-8.34448824813
104000	1.02154433938
106000	-17.5886827145
108000	-6.54617545501
110000	-4.18719538212
112000	1.49335983581
114000	2.65163001018
116000	-3.67433554186
118000	-3.01978425334
120000	1.34612643486
122000	-7.96803069904
124000	-4.67142517551
126000	4.38448193829
128000	6.10849252392
130000	0.290358730065
132000	-12.8458335541
134000	-10.5512365145
136000	-5.54990005588
138000	-0.959512498362
140000	5.8644196905
142000	-0.0833544818799
